District,Latitude,Longitude
Chinsurah,22.8854687,88.3837126
Howrah,22.5736296,88.3251045
Jalpaiguri,26.62628045,88.73344851670664
Jhargram,22.4538505,86.9949477
Kalimpong,27.0702869,88.4723676
Kolkata,22.5726459,88.3638953
English Bazar,25.0057449,88.1398483
Baharampur,24.1044927,88.2510635
Krishnanagar,23.4058481,88.4958935
Barasat,22.7191072,88.4826229
Asansol,23.6871297,86.9746587
Midnapore,22.4207025,87.3269963
Bardhaman,23.2495714,87.8681751
Tamluk,22.2896984,87.9255933
Purulia,23.2020967,86.32289877475208
Alipore,22.5264928,88.3323692
Raiganj,25.6271966,88.1317967
Car Nicobar,9.187057,92.7730136148387
Mayabunder,12.7701746,92.83131186045273
Port Blair,11.6645348,92.7390448
Chandigarh,30.7334421,76.7797143
Silvassa,20.2736768,73.0045787
Daman,20.4169701,72.833173
Diu,20.7137783,70.9853635
Anantnag,33.746109950000005,75.18544753143254
Budgam,33.9098746,74.6270356734338
Bandipore,34.4563234,74.68249997667994
Baramulla,34.2086903,74.343498
Doda,33.13260995,75.58900789003377
Ganderbal,34.288932200000005,75.04079833889585
Jammu,32.7185614,74.8580917
Kathua,32.3765524,75.5243044
Kishtwar,33.3107908,75.7694213
Kulgam,33.6446899,75.0188432
Kupwara,34.5140696,74.19136702721829
Poonch,33.7670004,74.0957143
Pulwama,33.9490472,75.04183347471374
Rajouri,33.3772495,74.3132332
Ramban,33.33328915,75.19847626653356
Reasi,33.20599085,74.862679360101
Samba,32.57591175,75.12034455530063
Shopian,33.72078365,74.77142439698211
Srinagar,34.0747444,74.8204443
Udhampur,32.911964,75.32658448914768
Kargil,34.5593048,76.1255767
Leh,34.1642029,77.5848133
Kavaratti,10.5672203,72.6394636
Daryaganj,28.64609,77.243048
Preet Vihar,28.6414176,77.2952819
Connaught Place,28.6314022,77.2193791
Sadar Bazaar,30.3400628,76.8419494
Seelampur,28.6698165,77.2668137
Kanjhawala,28.7358173,77.0043151
Nand Nagri,28.697808950000002,77.30570107600471
Saket,28.521168,77.2022237
Defence Colony,28.5713575,77.2330402
Vasant Vihar,28.557827,77.1611168
Rajouri Garden,28.6511896,77.1242597
Karaikal,10.91571,79.8375761
Mahé,11.7021978,75.5364701
Pondicherry,10.91564885,79.80694879844232
Yanam,16.7332235,82.2018117763748
