Latitude,Longitude,Signal Strength (dBm),Signal Level (0-1),EARFCN,Optimal Band,Bandwidth (MHz),PCI,Download Speed (Mbps),Upload Speed (Mbps),Ping (ms)
14.223084,79.317772,-83.89700421366578,0.52,27350,Unknown,5,89,4.139949228300168,3.3849904671866655,86.06410754065097
8.674886,92.434054,-91.2223716490628,0.41,38513,Band 8 (900 MHz),5,74,4.28902271816728,2.8620139119424706,117.43942402107172
31.300947,76.461037,-79.48262989534926,0.58,47295,Unknown,5,176,3.579744084145032,1.8847547842305095,111.4839840145236
15.250477,85.41632,-83.19507494500452,0.53,44811,Unknown,5,182,7.142083048235017,3.3254163489880297,124.40528908001916
10.990592,95.076587,-71.94521192845671,0.69,50517,Unknown,5,186,5.042007683265518,2.892041889732596,96.26424257218947
27.626327,82.475628,-93.53259942037977,0.38,11130,Unknown,5,483,4.971438904589811,4.313666575878908,112.13748685352574
36.090906,88.6409,-84.09927413018339,0.51,44261,Unknown,5,173,5.165460871600958,2.06669659309744,106.11468182582401
31.833942,89.187267,-73.45645661591077,0.66,57854,Unknown,5,216,4.045236538849358,0.7567147527882412,132.08433856122608
28.537255,82.45001,-70.21747885177537,0.71,25289,Unknown,10,18,3.2410643195064863,2.480983792097311,69.92411906086573
8.329256,82.059819,-81.77281439661911,0.55,52224,Unknown,5,460,3.345538112895354,1.960254640675406,57.401151010249286
21.853732,70.48674,-110.64341981460694,0.13,67641,n28 (700 MHz),20,159,7.285451766587665,0.6032527798170777,117.97279977487423
9.258623,95.7393,-86.6807078920553,0.48,30354,Unknown,10,440,5.570350649299307,4.775761297567204,112.18680055149785
28.176712,81.636232,-72.99588451586601,0.67,19087,Unknown,5,440,8.63217558048763,2.35671674128292,81.98185956251245
11.095926,78.069802,-80.37275686358882,0.57,31921,Unknown,10,219,2.9182996934402077,1.174389724497412,76.86383615254859
21.143985,68.969479,-91.45322209197487,0.41,35547,Unknown,10,412,1.7987779819447325,2.3772112508424854,119.4667972376065
24.853716,95.575297,-97.31730767509825,0.32,1015,Unknown,5,373,5.379169840321178,2.7954775244231835,67.07962394300026
19.045835,97.097432,-82.24364842112593,0.54,18017,Unknown,5,98,5.557446069941323,2.718683092276141,85.4687292409209
23.496042,90.497322,-83.33570464196839,0.52,69172,n28 (700 MHz),20,201,6.615111263210858,2.0499345285207564,118.68549797042496
21.06578,71.874782,-83.79704368288101,0.52,21949,Unknown,5,368,6.028877668117498,0.5,91.95210814151461
32.109773,77.233317,-90.63258611460363,0.42,15254,Unknown,5,228,10.0,3.989045173884479,126.33475505440342
14.175961,72.091144,-102.30873103765568,0.25,23386,Unknown,5,446,7.888677583963622,2.8601690021355153,150.0
21.076403,95.314138,-82.79925671196379,0.53,43088,Unknown,5,284,1.2322330215322128,0.7966175606448453,98.33356903310144
21.314937,97.400977,-105.67442100039877,0.2,36586,Unknown,5,239,4.821759920974423,2.985094111613275,50.0
21.343456,85.542983,-68.88207234281563,0.73,58243,Unknown,10,387,3.3740889037626935,3.2473680316118014,91.27923075906871
21.744888,88.026732,-89.46683470690667,0.44,23954,Unknown,5,4,4.048657304062796,1.2197088717647442,60.951900227740005
8.922336,84.461459,-106.45856759849941,0.19,51745,Unknown,5,77,6.025882501582991,1.2815103587134145,65.19024924192082
10.676427,82.434362,-83.7749450166048,0.52,19262,Unknown,10,60,8.946921783205116,2.68150697762731,76.74304618996938
36.601453,84.097719,-85.35196938462484,0.49,28699,Unknown,5,77,5.113117899178336,4.144967713501284,92.52891881330865
9.063813,75.573108,-79.23443036944234,0.58,55658,Unknown,5,492,5.622500309087072,2.141790799509221,127.05590311053662
19.517751,71.146075,-92.7108654050444,0.39,1062,Unknown,5,272,6.152349198942202,1.8534271157574733,67.55355989156814
11.473102,94.715818,-68.12858364927436,0.74,26734,Unknown,10,110,6.763279513898901,2.9015605681259986,149.40847031161556
25.009528,84.933756,-100.23076238880353,0.28,54553,Unknown,10,225,2.728269004985506,2.488772556620362,50.86017892859834
17.580106,96.010755,-87.06238958955866,0.47,56138,Unknown,10,317,1.0,3.2974842044783146,104.35612180856374
8.1537,97.252015,-67.04835443361037,0.76,53441,Unknown,5,202,4.850984706937655,0.8305947188786282,116.30080577139805
30.315295,73.611312,-92.63259156542517,0.39,49376,Unknown,10,112,1.390235798670962,4.346980331447603,107.97865808063297
30.265606,70.618705,-77.35747801390977,0.61,47362,Unknown,5,389,5.0215963296194,1.6395866347160477,88.46333367310524
9.837874,97.698807,-74.9370719078556,0.64,8512,Unknown,5,100,3.8462162609537023,4.889878272218324,81.86756565604864
31.034394,71.200978,-80.48484057981031,0.56,42929,Unknown,10,372,6.287605203408637,2.6697292843903737,102.68181757436949
13.255759,69.994888,-80.1195592062125,0.57,5951,Unknown,5,327,8.160268190150404,3.0319168922188457,120.89053379957461
31.186577,92.75398,-90.73753800308165,0.42,77,Band 1 (2100 MHz),15,61,39.7888358814417,24.355623517158463,26.73976467832159
19.380908,92.497983,-105.38124535177855,0.21,11954,Unknown,5,421,2.983827378165192,0.5,145.3240965434358
24.747102,78.660874,-78.13168209457353,0.6,36455,Unknown,10,434,1.0,0.5,142.97445752357518
17.651658,89.916474,-93.81878895044065,0.37,5408,Unknown,10,477,6.025209944752442,2.681866255058495,107.44661758901009
12.398572,77.351662,-76.69664183455754,0.62,67779,n28 (700 MHz),40,321,3.2878323481822656,2.978979825746392,110.00986315860845
17.920371,92.637719,-87.69874935293372,0.46,20103,Unknown,5,156,3.042472568435385,3.256988616645352,72.33504027467123
28.88106,87.234429,-80.86565096776299,0.56,14153,Unknown,10,37,8.753591625116131,2.0930557661279185,56.43387869587307
16.349959,86.448508,-87.68834176795175,0.46,27306,Unknown,10,491,4.1202714247691645,4.282163618536079,117.70823857185364
34.752482,89.217159,-82.49756067426351,0.54,55176,Unknown,10,50,2.720491143686588,2.6838833519051577,103.00286327739094
34.841487,81.525181,-59.613088982625136,0.86,68244,n28 (700 MHz),50,456,6.047905334215588,1.703497041342413,119.8232569516642
30.845907,86.111646,-87.10016698375094,0.47,8577,Unknown,5,209,3.1049204254281753,3.340527250251556,98.84524839940777
25.024978,68.9854,-86.90911491388343,0.47,67526,n28 (700 MHz),40,500,5.625948303633704,2.269065469791322,120.88619094440256
24.837062,86.967929,-87.6888869055483,0.46,21566,Unknown,5,359,2.7869481825166593,5.0,101.77655302043465
9.945218,90.498814,-83.01915239232144,0.53,2079,Unknown,10,284,4.711279176152115,1.0662914275381152,143.96169266557283
32.26038,85.623608,-74.6000756017017,0.65,28865,Unknown,10,475,2.998759438854119,1.9362335578769647,50.0
30.195332,71.089444,-90.6771903477569,0.42,48770,Unknown,10,265,4.556955806630566,3.3332238776207417,60.20382951670723
19.853291,68.761591,-80.14684003439547,0.57,55106,Unknown,10,470,3.454665715453058,2.5987457776373346,96.08964562038375
13.177795,87.582383,-88.50681527878787,0.45,34911,Unknown,10,77,4.541567896892816,3.749805319411215,112.60973761553562
35.91683,96.332292,-87.75809565601992,0.46,66358,n28 (700 MHz),40,6,2.8849374971333153,3.863153102106705,123.0975867558899
32.595715,71.683307,-81.69680931757384,0.55,8705,Unknown,5,302,6.740019815128149,1.0013405984930452,134.17472718585032
31.928113,78.891776,-73.1478970848911,0.67,62516,n28 (700 MHz),50,499,3.6599216128893066,2.6664151487628884,70.72060575124999
36.575652,82.131964,-85.64292687110498,0.49,27856,Unknown,10,8,2.314586882987432,4.655239538433073,120.16771853241316
15.478743,72.180682,-97.88447379757325,0.32,56133,Unknown,10,127,5.201634844508105,2.6958452550976815,70.64881667154904
15.947601,84.62534,-74.70844362674356,0.65,1622,Band 3 (1800 MHz),10,361,57.08896223619564,17.87892217394107,23.53790638177001
15.728453,89.965537,-77.88377349529176,0.6,47924,Unknown,5,393,2.3345110584234305,2.3418985099298015,124.1977974374106
19.111017,83.567531,-88.4801308629684,0.45,11555,Unknown,5,281,5.397116725792584,3.3244153882574605,96.26158655969591
28.924453,86.31214,-86.27695850610772,0.48,68247,n28 (700 MHz),40,405,6.1102905774222425,1.6416422198187863,121.00929638226974
8.904311,75.867921,-90.75637826237774,0.42,24058,Unknown,5,490,5.244019629290723,3.649273326285676,78.90470724622338
11.091349,70.254133,-85.34988490496961,0.5,55337,Unknown,5,38,8.54160127127102,3.4857227168235636,82.16606355585334
35.900865,91.700407,-82.82492094306438,0.53,20491,Unknown,10,79,8.891742569655367,2.8801978510059634,118.3175723585147
31.390273,87.763501,-76.66077845451096,0.62,15896,Unknown,10,88,5.918360158456873,3.85484517237325,130.85927890909198
9.496278,88.097524,-83.96522234686815,0.51,12182,Unknown,10,468,3.931186627953263,0.5475131269893176,91.6150280259988
11.495155,89.93071,-86.92779787238608,0.47,41786,Unknown,5,476,4.691926568066536,3.6290694375351427,97.58752678873022
32.491933,77.573014,-99.0515992236446,0.3,57132,Unknown,10,130,6.00206668703469,1.4575151257728614,138.33780487714495
29.018236,69.96069,-80.87429603355878,0.56,54620,Unknown,10,408,1.1406308073716853,2.6452962397410396,150.0
20.377695,94.299961,-95.94104100498447,0.34,66081,n28 (700 MHz),40,250,1.0,2.582283989275424,131.96441125196054
35.232963,91.963497,-90.17288450100372,0.43,62187,n28 (700 MHz),20,271,7.81869488037116,2.0544974785992283,143.60153431353103
20.219353,90.127469,-89.20186817095858,0.44,33933,Unknown,10,157,4.436430782278985,2.9545634822996556,122.32114811947483
25.084147,76.317969,-87.45069618316336,0.46,43001,Unknown,5,60,3.233685509807046,3.0630788739725707,54.024179742480364
36.487585,94.525969,-76.68457242290718,0.62,48280,Unknown,5,51,5.415225376456129,2.350810840241281,80.21759765646993
32.296946,74.917076,-86.2821152609511,0.48,27376,Unknown,10,258,3.99772006544286,2.9685634933715224,115.2456933247639
26.26356,74.489721,-59.983017871395575,0.86,30448,Unknown,5,378,5.939241578751009,3.9205042479898546,82.87761118751571
28.184598,72.616877,-90.52223044280971,0.42,7287,Unknown,5,494,6.265863635511021,2.3669419153289315,133.7703635310889
19.343923,76.188781,-91.0462777860173,0.41,25931,Unknown,10,8,4.938098704136131,3.0067346624868376,93.97861154988149
29.321167,76.441729,-87.35456722204694,0.47,41873,Unknown,10,36,5.204257841742067,3.1947610308465397,68.1751961249771
10.207795,93.536207,-119.80808828760084,0.0,2396,Unknown,5,185,3.2595535157129767,4.365003233997474,124.61447314813677
23.769588,93.934786,-83.42638498709704,0.52,19623,Unknown,10,352,8.462641159818354,2.233762467838542,91.94091824838091
17.686257,75.160701,-94.2826945141645,0.37,63620,n28 (700 MHz),50,44,6.188737617846339,2.3328819196831456,104.40141059299968
17.718447,90.305248,-81.31326691127099,0.55,48845,Unknown,5,476,4.213322375345278,1.7179043147275315,81.5494596598061
10.438849,77.793007,-94.9118030961005,0.36,12987,Unknown,10,343,5.3088145539233835,2.278802668274201,105.69162650674174
16.216945,68.552832,-73.13612587784712,0.67,1435,Band 3 (1800 MHz),20,221,46.45470749113461,23.852126085583212,36.76770270716955
13.038851,91.125623,-77.48097381967301,0.61,9077,Unknown,5,21,6.953798156074132,2.019868132304149,103.83408092100348
33.274567,97.204669,-81.32897733211932,0.55,57372,Unknown,5,32,3.948389225374086,2.368961593001004,50.0
30.341815,88.498861,-102.00993551938754,0.26,14288,Unknown,5,396,4.187014246607476,2.5889522726097023,134.97741146114203
31.951702,76.951233,-80.36276142609567,0.57,52307,Unknown,10,458,6.155633781762279,2.2775872215444344,65.59124113799683
35.364862,80.59182,-97.27259780920858,0.32,63416,n28 (700 MHz),20,386,8.320273906896483,1.383414195746153,64.85970970807084
29.008258,90.37511,-81.46237221008133,0.55,26385,Unknown,5,491,4.424095556194387,3.005501810611491,99.1322534747539
13.38024,94.058695,-77.92284458750379,0.6,30707,Unknown,5,386,6.445080160580154,1.85002678813653,128.11670864604548
34.443245,97.025338,-86.61625745462472,0.48,47837,Unknown,10,454,2.317450657963427,2.874977938339709,77.27801449305073
20.478871,74.015742,-92.40832407967703,0.39,5109,Unknown,5,116,4.971421937220063,1.046573502725594,150.0
36.546191,72.487419,-65.37177365954541,0.78,29009,Unknown,10,494,4.2298794762809875,0.9160971765142767,122.81243968432892
28.154475,93.803672,-94.66976143129213,0.36,43408,Unknown,10,376,4.90457728771604,2.1766437877137914,101.42810655443054
21.988335,74.310487,-73.16585750460814,0.67,61681,n28 (700 MHz),20,1,3.6785855034857287,3.523141204687226,102.7475721608129
10.392747,92.735421,-98.85371865669732,0.3,23398,Unknown,10,173,2.7853609733073768,3.4193028697077548,116.57572255775155
9.194321,88.111564,-82.89432022371415,0.53,26015,Unknown,5,369,6.760592498506498,3.765197251623699,116.78077626184994
25.755482,82.531953,-78.48590719072978,0.59,11653,Unknown,10,21,8.953088547456456,4.5752608726252655,79.32436545731296
23.265677,89.947686,-91.51418003614448,0.41,26745,Unknown,5,54,4.032228331891357,4.17152023540541,93.87908257056819
33.283151,81.00966,-79.94008890040466,0.57,60315,Unknown,10,242,1.0051773130809862,1.997744283805876,106.3478491114118
8.888923,75.730487,-74.08953897835333,0.66,59321,Unknown,5,23,4.778533141838608,0.6356684716909053,72.95197761893283
18.760124,97.629487,-100.61806861395472,0.28,31860,Unknown,10,227,9.003474205060272,0.8670477194580166,82.81694726354422
25.17816,95.3709,-79.67140107186542,0.58,57056,Unknown,5,281,2.492383532413486,2.994030186282739,107.82021297471721
13.21081,75.1263,-85.25554070991446,0.5,35133,Unknown,10,315,7.345458038518729,4.11006746869338,50.62670411454045
24.803032,87.878638,-82.31783191722305,0.54,61272,Unknown,5,27,3.5727668885184727,3.307293124811084,62.62701822700903
17.430512,91.204194,-100.55898650489895,0.28,44738,Unknown,10,269,4.455208059000382,1.9086967849079692,50.0
27.412322,72.372697,-63.10249712190813,0.81,23499,Unknown,5,312,2.4801600672536885,2.151347865592141,89.52226887044714
9.063471,90.09206,-88.21635051217383,0.45,9847,Unknown,10,311,9.153495967121682,3.530283454031842,107.16367477079541
13.969395,71.357589,-85.71601259414064,0.49,47614,Unknown,5,19,4.925555526980316,2.6491772603449357,85.66959562317379
14.516334,73.400313,-67.84243991993755,0.75,41235,Unknown,5,241,6.543763990070864,2.639342593621264,113.57604675464005
33.169631,81.642196,-106.00918861451918,0.2,12115,Unknown,5,383,10.0,2.563856301334143,103.61769801672132
12.709075,73.650473,-92.20790418936438,0.4,13669,Unknown,5,494,5.96778463448378,3.047215938057004,72.48520584411892
32.305343,96.338427,-85.3088763557158,0.5,24089,Unknown,10,302,9.00681453436421,2.051079172390204,102.02495607625026
34.997512,88.685803,-95.76660508177666,0.35,47055,Unknown,10,52,6.33681592188473,3.339184867716312,150.0
18.108636,72.778623,-101.13468660268401,0.27,60576,Unknown,5,88,6.86201892865571,2.821357215450273,112.65762262705854
24.443472,90.153476,-87.44156635290649,0.47,29165,Unknown,10,101,6.928174336576714,3.401474629947786,95.83412238415985
33.458844,77.515872,-88.19556762319081,0.45,51924,Unknown,5,64,6.896353650724603,1.221977416563624,50.68777853235827
28.168549,79.656743,-100.52727067816038,0.28,22443,Unknown,10,473,4.3929280288456045,1.3115132780735679,109.36238256459008
26.634703,90.78033,-53.58033022712201,0.95,6471,Unknown,10,449,5.066054085931595,2.0457557248467375,99.4019381426257
17.896187,79.405869,-70.54615310417066,0.71,11563,Unknown,10,270,1.3518602522141263,3.5224409523938105,50.0
29.659396,89.464727,-71.81235384272806,0.69,64106,n28 (700 MHz),50,335,5.1737183263236055,3.2589285897867653,108.43574271908128
15.060987,95.811036,-92.53964588866677,0.39,6012,Unknown,10,495,4.438649846266452,4.549178922684823,108.34318057275883
34.95857,83.967806,-93.28928080865921,0.38,64157,n28 (700 MHz),40,1,5.326954958334906,1.8966764347782878,52.39564853214733
11.534697,73.43448,-94.69199610313765,0.36,63646,n28 (700 MHz),50,446,6.102074604485075,2.6604762069988457,71.88315853498531
15.440321,96.887806,-71.02585296939628,0.7,21675,Unknown,10,172,4.849711666379966,2.971961333246609,104.17646225934709
25.446743,92.575666,-87.83941810882534,0.46,37384,Unknown,5,9,5.80238443265378,2.0370509345746406,67.55741113763789
34.270842,91.098341,-101.18210794713161,0.27,55826,Unknown,10,59,5.750143829365555,3.528838295412812,117.09381435711309
30.233028,72.491119,-96.42126543296173,0.34,26160,Unknown,5,107,4.499362576534012,2.145892358552013,113.60613501235528
10.775722,68.709158,-72.75415562373857,0.67,23711,Unknown,5,137,8.246793124598092,3.2342442897029784,59.43506660125826
9.695184,72.253232,-78.3301959656184,0.6,32117,Unknown,5,166,1.900937460842976,3.5426088356364867,84.40439825353738
25.493363,78.116814,-83.3087594990091,0.52,12323,Unknown,10,228,5.503142169664639,1.399220717163315,78.66104125718387
18.294893,70.082715,-92.59040447208648,0.39,10756,Unknown,10,26,5.066917541984605,1.1546315477645013,124.72044491795054
25.191548,88.403958,-87.46508692554141,0.46,5249,Unknown,5,171,1.923928584469118,3.1949979007768747,150.0
29.188865,81.956168,-84.0356628120651,0.51,60963,Unknown,5,332,3.6382254359218367,3.8112102303924,120.83218956836113
12.94386,80.284336,-72.50859358308881,0.68,68619,n28 (700 MHz),20,399,4.399812077525232,3.591310120594269,118.27414362721531
34.888157,75.039262,-95.92312764672579,0.34,62711,n28 (700 MHz),20,120,4.367183100610396,1.8513374129511302,108.20129043832802
15.454371,91.63706,-82.01947789892824,0.54,10699,Unknown,10,499,7.003855097910389,1.429405661764398,73.30761694640293
18.443956,70.629282,-84.1281359579357,0.51,55114,Unknown,5,179,6.416178243713353,2.6933306669527335,97.1118007539371
33.326763,72.852926,-81.34699006978211,0.55,64612,n28 (700 MHz),40,11,7.8041442944356865,2.0614127937427043,134.9890824171037
33.461255,94.041701,-79.31558993743846,0.58,40461,Unknown,5,398,6.199188226562987,1.312087191357935,89.40951829823314
28.153582,78.382992,-84.49464184405994,0.51,5656,Unknown,10,280,5.340994470080862,0.5308527140264525,93.4524650877149
25.584757,72.175941,-82.13082571327676,0.54,23429,Unknown,5,140,4.7687557700850896,1.8904877978407169,94.39086091043661
8.748545,72.054989,-84.43350075102893,0.51,7967,Unknown,10,95,6.059385508713461,3.1575196074958747,104.26152832973827
33.407051,76.332579,-84.50946590725643,0.51,39922,Unknown,5,466,4.538599173609043,1.9373997183463076,81.95248955757171
22.053446,90.627606,-99.95878198055418,0.29,37846,Band 40 (2300 MHz),50,392,6.764209564481757,1.8865973364590602,90.92590940535615
28.072679,69.868754,-83.39426018950135,0.52,23312,Unknown,5,358,5.006092040306829,1.9071720626205106,84.78001673834362
27.015987,93.440477,-76.22921230649412,0.63,57022,Unknown,10,255,6.3471302863734,1.9928921058673916,64.86874437472437
20.009763,92.826137,-76.21356490273956,0.63,61949,n28 (700 MHz),50,385,6.524396801584423,2.2673280914800014,68.60566172126715
30.919794,85.464447,-94.93456226056678,0.36,60428,Unknown,5,473,6.1587984783480065,1.5058937669578074,99.07183008533127
23.890825,81.63132,-96.93059954910237,0.33,37487,Unknown,10,81,4.919822974686893,0.5,86.65162719625985
19.439812,81.783403,-82.15110107427802,0.54,53352,Unknown,10,16,5.414187724465903,2.965045461015182,104.9995848569054
31.45762,70.292506,-81.74823203470936,0.55,28671,Unknown,10,231,4.666551933826322,4.6573082132655035,81.82855230989985
27.121264,94.853532,-71.98258710601202,0.69,7099,Unknown,5,343,8.123022393453706,2.4698845328999006,107.7765405502978
9.387094,69.140655,-77.0694361934257,0.61,28082,Unknown,10,482,7.4555045196386,1.6975072667883526,138.96433974541156
16.599532,78.491097,-78.1973462070452,0.6,64027,n28 (700 MHz),50,490,7.3156296840480195,3.7440339481348617,50.0
32.085499,70.061385,-92.97959477741445,0.39,39279,Unknown,10,336,4.71053869742856,3.4960476858058165,77.29614734291619
26.115243,79.458189,-88.22679838842136,0.45,6979,Unknown,10,104,4.498333967089906,2.9558877720816077,150.0
9.216585,97.054663,-91.43518230380143,0.41,17153,Unknown,10,268,6.855680256162474,4.028468426412532,115.23507268868872
31.541324,87.694358,-88.64952729542885,0.45,58279,Unknown,10,182,3.3215806653219873,2.2614665531573332,76.62958470898923
23.952666,79.659584,-90.1145055555023,0.43,14291,Unknown,5,171,3.4791998513333877,2.7104705415304844,95.06310786974217
26.728514,76.577204,-81.9587382933019,0.54,37643,Unknown,5,430,5.531796959627696,3.3375627033583726,75.59063931820977
21.355645,93.259957,-76.11401119669125,0.63,14571,Unknown,10,202,6.468898066975309,3.6247986445931915,76.01817771515694
15.810608,84.186687,-90.40153388374252,0.42,55731,Unknown,5,49,5.628105935199719,2.530478850265665,55.24191560585876
32.380388,89.984046,-61.9958991455303,0.83,8706,Unknown,5,117,7.150866126210076,4.3113750286649815,118.70646570704912
33.326365,87.088741,-91.22378194990803,0.41,41321,Unknown,10,143,5.956179993254912,3.0966438335337125,123.08594407152995
33.562073,76.337063,-82.54981404539532,0.54,68056,n28 (700 MHz),40,404,4.605140922715922,3.2198372908713906,143.39511807839733
13.452717,78.661537,-82.22016935257291,0.54,47701,Unknown,10,89,7.909621289983486,2.8124916802571387,109.57999569080158
8.319917,90.486365,-77.2616725635772,0.61,36751,Unknown,5,222,7.24435005760337,3.2223813578277714,88.815005437247
36.893696,79.049286,-67.73036148766595,0.75,66549,n28 (700 MHz),50,153,4.200727628770795,1.0816342670669683,50.0
28.172926,68.096548,-100.25656314570095,0.28,33848,Unknown,5,19,7.525168206854364,3.480484999520572,92.32355926988404
22.793182,89.702143,-87.19740303402877,0.47,6643,Unknown,10,375,4.366356477416405,4.130929181262941,128.69321045042867
31.344681,76.094622,-85.07042798924735,0.5,5997,Unknown,5,405,7.624817243485264,3.5675993008124904,125.4498850112899
36.477107,74.29526,-84.18436965015634,0.51,5469,Unknown,5,112,7.613114923528695,1.6567393957062575,95.94271313103906
14.397747,85.946759,-83.10152163787535,0.53,59792,Unknown,10,259,6.1535161323861445,1.1722841042433871,99.52540869213797
27.891427,97.733793,-76.4990601068319,0.62,3471,Unknown,5,499,6.751431724801961,1.0891755019121248,64.7658841969985
8.759705,68.725753,-90.27776864245939,0.42,53072,Unknown,5,364,6.542877983831648,2.0885790273406295,115.86246537398982
18.930511,81.851984,-112.14107300491087,0.11,25279,Unknown,5,355,3.4010033336730268,2.4724850949493637,150.0
20.66867,89.885247,-91.02212060361781,0.41,7531,Unknown,10,56,5.937548512150047,3.26608027838469,136.80799671652923
35.741824,70.06874,-86.00154076479953,0.49,162,Band 1 (2100 MHz),20,219,46.94489374734551,14.65374703023921,10.634812654918843
32.498894,76.044171,-83.26083916166237,0.52,2643,Band 5 (850 MHz),10,249,28.307491159436935,5.2605668136826385,75.67437563629132
